identifier,label_str,label_int
MEQPON,salt,1
MEQPUT,salt,1
MEQQAA,salt,1
MEQQEE,salt,1
MEQQII,solvate,4
MEQQOO,salt,1
MEQQUU,salt,1
MEQZUH,salt,1
MERLUQ,salt,1
MERNEC,salt,1
MERWUF,cocrystal,2
MERYEO,hydrate,3
MERYIS,salt,1
MERYUE,hydrate,3
MESBIZ,cocrystal,2
MESGAW,salt,1
MESNIL,cocrystal,2
MESPAF,salt,1
MESQUZ,salt,1
MESROV,solvate,4
MESTEM,hydrate,3
MESWEP,cocrystal,2
MESWIT,cocrystal,2
MESWOZ,cocrystal,2
MESXIU,salt,1
MESXOA,cocrystal,2
MESYUH,salt,1
MESZAO,salt,1
MESZIW,salt,1
MESZOC,salt,1
METAMM,salt,1
METGUR,salt,1
METLOQ,salt,1
METPHN,salt,1
METQOS,salt,1
METVAJ,salt,1
METWEQ,salt,1
METXER,salt,1
METXIV,salt,1
MEVDOJ,salt,1
MEVWEP,hydrate,3
MEVXIU,hydrate,3
MEVXOA,hydrate,3
MEVXUG,salt,1
MEVYAN,salt,1
MEVYER,salt,1
MEVZAO,salt,1
MEWCUQ,cocrystal,2
MEWFID,cocrystal,2
MEWJEG,cocrystal,2
MEWJIK,cocrystal,2
MEWKOR,cocrystal,2
MEWNUA,cocrystal,2
MEWTAL,cocrystal,2
MEWWAQ,hydrate,3
MEWWEU,hydrate,3
MEWYIW,salt,1
MEXBOI,cocrystal,2
MEXDAW,salt,1
MEXFIE,salt,1
MEXFOK,salt,1
MEXGEB,cocrystal,2
MEXHEG,salt,1
MEXJOO,hydrate,3
MEXMUB,cocrystal,2
MEXNOS,cocrystal,2
MEXPEK,cocrystal,2
MEXSEP,hydrate,3
MEXSIT,hydrate,3
MEXSOZ,salt,1
MEXSUF,salt,1
MEXVES,salt,1
MEYPIM,cocrystal,2
MEYSIU,cocrystal,2
MEYTUJ,hydrate,3
MEZHOO,cocrystal,2
MEZNOU,salt,1
MEZQIU,cocrystal,2
MEZQOA,cocrystal,2
MEZQUG,cocrystal,2
MEZRAN,cocrystal,2
MEZYIC,salt,1
MGPCPI,salt,1
MGUANP10,salt,1
MHBNPH10,cocrystal,2
MIAMTA,salt,1
MIBCIN,salt,1
MIBDEJ,hydrate,3
MIBMUJ,salt,1
MIBNAQ,salt,1
MIBNEU,salt,1
MIBNIY,salt,1
MIBTOH,salt,1
MIBTUN,salt,1
MIBVAV,salt,1
MIBVEZ,salt,1
MIBYEB,salt,1
MICFEJ,cocrystal,2
MICFEN,cocrystal,2
MICFOW,salt,1
MICGAJ,cocrystal,2
MICGEN,hydrate,3
MICGIR,hydrate,3
MICGOX,salt,1
MICGUC,cocrystal,2
MICHOX,hydrate,3
MICHUD,hydrate,3
MICKAM,hydrate,3
MICLAM,solvate,4
MICLEQ,salt,1
MIDDEL,cocrystal,2
MIDKUG,salt,1
MIDPOI,salt,1
MIDQEW,solvate,4
MIFBAH,salt,1
MIFPIA,salt,1
MIFQAT,salt,1
MIFQEX,salt,1
MIFQIB,salt,1
MIFQOH,hydrate,3
MIFQUN,hydrate,3
MIFQUO,cocrystal,2
MIFRAU,hydrate,3
MIFRAW,cocrystal,2
MIFRUQ,salt,1
MIFSIF,salt,1
MIFTUQ,salt,1
MIFVEC,hydrate,3
MIFZEG,hydrate,3
MIGCEO,cocrystal,2
MIGCIS,cocrystal,2
MIGCOY,cocrystal,2
MIGCUE,cocrystal,2
MIGDOY,hydrate,3
MIGFOB,cocrystal,2
MIGFUH,solvate,4
MIGGAO,cocrystal,2
MIGGES,cocrystal,2
MIGGIW,cocrystal,2
MIGLOE,salt,1
MIGQOJ,salt,1
MIGROJ,cocrystal,2
MIGWIL,salt,1
MIGWOR,salt,1
MIHGOA,solvate,4
MIHGUG,salt,1
MIHJIA,hydrate,3
MIHQED,hydrate,3
MIHSIJ,salt,1
MIHYAF,hydrate,3
MIJDIU,hydrate,3
MIJTEG,cocrystal,2
MIJWUB,salt,1
MIJXAI,cocrystal,2
MIKJAT,hydrate,3
MIKPOM,salt,1
MIKPUS,salt,1
MIKTUW,salt,1
MIKTUZ,cocrystal,2
MIKXEK,hydrate,3
MILFAP,solvate,4
MILGAT,cocrystal,2
MILJAV,cocrystal,2
MILKEB,cocrystal,2
MILKIF,cocrystal,2
MILKOL,cocrystal,2
MILLIC,salt,1
MILLUO,salt,1
MILMUS,salt,1
MILQAC,salt,1
MILQEG,salt,1
MILQIK,salt,1
MILQOQ,salt,1
MILSOP,cocrystal,2
MILSUZ,salt,1
MILZAK,salt,1
MIMCIY,cocrystal,2
MIMHAR,hydrate,3
MIMKOM,cocrystal,2
MIMMEE,salt,1
MIMNIG,salt,1
MIMRUZ,salt,1
MIMVOX,salt,1
MIMWAI,cocrystal,2
MIMWOV,hydrate,3
MIMXUR,salt,1
MINHEZ,salt,1
MINHOJ,hydrate,3
MINJAX,salt,1
MINPIJ,salt,1
MINRAE,solvate,4
MINROS,cocrystal,2
MINSUX,salt,1
MINVIP,salt,1
MINXUF,cocrystal,2
MIPBIZ,salt,1
MIPBUL,salt,1
MIPCOH,salt,1
MIPCUN,salt,1
MIPDAU,salt,1
MIPDEY,salt,1
MIPHIX,solvate,4
MIPNUY,salt,1
MIPPEK,salt,1
MIPQAG,hydrate,3
MIPRIM,salt,1
MIPROS,salt,1
MIPRUY,salt,1
MIPSIQ,salt,1
MIPVAI,hydrate,3
MIPVIQ,hydrate,3
MIPVOW,cocrystal,2
MIPVOX,cocrystal,2
MIPWEN,cocrystal,2
MIPYES,hydrate,3
MIPYOZ,salt,1
MIPZAP,salt,1
MIPZET,hydrate,3
MIPZIX,salt,1
MIPZOD,salt,1
MIQFAU,cocrystal,2
MIQGAV,cocrystal,2
MIQGID,cocrystal,2
MIQHAY,cocrystal,2
MIQMIM,salt,1
MIQQEL,cocrystal,2
MIQROU,salt,1
MIQTUC,salt,1
MIQVAK,salt,1
MIQVIT,cocrystal,2
MIQWAM,solvate,4
MIRBAQ,salt,1
MIRFOJ,salt,1
MIRGUQ,cocrystal,2
MIRHIF,cocrystal,2
MIRJEE,cocrystal,2
MIRPOV,salt,1
MIRQEJ,cocrystal,2
MIRXUJ,hydrate,3
MIRYOC,salt,1
MISBIB,salt,1
MISDIC,cocrystal,2
MISFAX,salt,1
MISFEB,salt,1
MISGAX,salt,1
MISGUT,solvate,4
MISHEE,salt,1
MISHII,solvate,4
MISKAE,salt,1
MISLAF,salt,1
MISMAC,salt,1
MISNAE,salt,1
MISNOR,cocrystal,2
MISNUX,cocrystal,2
MISURS,salt,1
MISVIX,salt,1
MISWIX,cocrystal,2
MISXIW,salt,1
MITDAX,cocrystal,2
MITJUW,cocrystal,2
MITKOP,solvate,4
MITLAC,solvate,4
MIUDAP10,cocrystal,2
MIVDIE,salt,1
MIVHAA,hydrate,3
MIVHEE,salt,1
MIVJUW,salt,1
MIVMEM,salt,1
MIVQIR,cocrystal,2
MIVRAK,cocrystal,2
MIWFOO,salt,1
MIWNEO,cocrystal,2
MIWQIU,cocrystal,2
MIWVIY,cocrystal,2
MIWVIZ,cocrystal,2
MIWXAU,cocrystal,2
MIWYEW,salt,1
MIXCUR,cocrystal,2
MIXCUS,hydrate,3
MIXDAZ,hydrate,3
MIXDIH,hydrate,3
MIXTAR,cocrystal,2
MIXTUJ,hydrate,3
MIYBAX,salt,1
MIYCIG,salt,1
MIYFAB,salt,1
MIYGEH,solvate,4
MIYJIP,hydrate,3
MIYKOU,cocrystal,2
MIYLOV,salt,1
MIYLUB,salt,1
MIYMIT,salt,1
MIYNEQ,salt,1
MIZMIT,cocrystal,2
MIZMUE,cocrystal,2
MIZTOG,salt,1
MIZVOI,salt,1
MNICPC,salt,1
MOAEBO,salt,1
MOBJOE,salt,1
MOBLIY,cocrystal,2
MOBTED,hydrate,3
MOBVUX,cocrystal,2
MOBYOR,salt,1
MOBZAF,salt,1
MOBZEJ,salt,1
MOBZIN,salt,1
MOBZOT,salt,1
MOBZUZ,salt,1
MOCBAH,salt,1
MOCBAI,salt,1
MOCBEM,salt,1
MOCBIQ,salt,1
MOCBOW,salt,1
MOCCEM,cocrystal,2
MOCCEN,salt,1
MOCCUE,hydrate,3
MOCFAM,salt,1
MOCFOC,cocrystal,2
MOCFUI,cocrystal,2
MOCGAP,cocrystal,2
MOCGET,cocrystal,2
MOCNAU,salt,1
MOCNEY,cocrystal,2
MOCNOH,cocrystal,2
MOCSEF,hydrate,3
MOCWEJ,cocrystal,2
MOCWOT,cocrystal,2
MOCWUX,hydrate,3
MOCXOU,cocrystal,2
MOCXUX,salt,1
MOCYEL,cocrystal,2
MOCZIQ,salt,1
MODBAJ,salt,1
MODBAK,salt,1
MODBIQ,salt,1
MODDIU,cocrystal,2
MODGUH,salt,1
MODHAQ,salt,1
MODLUO,salt,1
MODMAV,hydrate,3
MODPAX,cocrystal,2
MODQEC,solvate,4
MODSEE,salt,1
MODVEG,cocrystal,2
MODVUX,hydrate,3
MODWEK,solvate,4
MODWIO,hydrate,3
MODXUZ,salt,1
MOFFUI,cocrystal,2
MOFGAP,cocrystal,2
MOFHAR,salt,1
MOFHEV,salt,1
MOFHIB,salt,1
MOFXUB,cocrystal,2
MOFYAI,cocrystal,2
MOGBIV,salt,1
MOGBOB,salt,1
MOGLID,salt,1
MOGTAE,cocrystal,2
MOGVOV,cocrystal,2
MOGVUB,cocrystal,2
MOGWAI,cocrystal,2
MOGWEM,cocrystal,2
MOGZAJ,salt,1
MOGZEN,salt,1
MOGZIR,salt,1
MOGZOX,salt,1
MOGZUD,salt,1
MOHBUG,cocrystal,2
MOHBUH,hydrate,3
MOHCER,salt,1
MOHCUH,salt,1
MOHCUI,hydrate,3
MOHDAO,salt,1
MOHDIX,hydrate,3
MOHHEY,salt,1
MOHKOJ,cocrystal,2
MOHNUT,salt,1
MOHPAB,salt,1
MOHTIN,cocrystal,2
MOJDIZ,hydrate,3
MOJFAV,solvate,4
MOKHOK,salt,1
MOKLII,hydrate,3
MOKNAC,salt,1
MOKPIN,hydrate,3
MOKQUZ,cocrystal,2
MOKTUC,salt,1
MOKVAK,salt,1
MOLCUM,salt,1
MOLGIE,salt,1
MOLMUV,cocrystal,2
MOLRAI,salt,1
MOLREM,salt,1
MOLRIQ,salt,1
MOLXIW,hydrate,3
MOMDOH,salt,1
MOMFAV,salt,1
MOMSOY,hydrate,3
MOMVIV,cocrystal,2
MOMVUG,cocrystal,2
MONZUL,hydrate,3
MOPHAC,salt,1
MOPMOT,hydrate,3
MOPNUA,salt,1
MOPPEM,solvate,4
MOPSER,hydrate,3
MOPYAR,cocrystal,2
MOPYEV,salt,1
MOPYOF,salt,1
MOQBEA,salt,1
MOQGIJ,cocrystal,2
MOQGOP,cocrystal,2
MOQGUV,cocrystal,2
MOQHAC,cocrystal,2
MOQHEG,salt,1
MOQNOW,salt,1
MORPHN,salt,1
MORPIV,salt,1
MORQEP,solvate,4
MORQES,hydrate,3
MORQIW,salt,1
MORVEV,cocrystal,2
MORVIZ,hydrate,3
MORVOF,cocrystal,2
MORVUL,cocrystal,2
MORWAS,cocrystal,2
MORYAW,salt,1
MOSCEC,cocrystal,2
MOSFIL,salt,1
MOSFOR,hydrate,3
MOSFUX,salt,1
MOSGAE,salt,1
MOSGEI,salt,1
MOSHIN,salt,1
MOSHOT,salt,1
MOSMIR,solvate,4
MOSNAK,hydrate,3
MOSPAM,hydrate,3
MOSSOD,salt,1
MOSTAQ,salt,1
MOSVUO,cocrystal,2
MOSYEA,salt,1
MOTCAA,hydrate,3
MOTCON,salt,1
MOTRAO,cocrystal,2
MOTRES,cocrystal,2
MOTREV,salt,1
MOTSUM,cocrystal,2
MOTTAT,cocrystal,2
MOVDAF,cocrystal,2
MOVNOD,salt,1
MOVTOH,cocrystal,2
MOVWIE,cocrystal,2
MOVXAX,cocrystal,2
MOVXEB,cocrystal,2
MOVXON,hydrate,3
MOVYOO,cocrystal,2
MOWDUZ,cocrystal,2
MOWGIP,salt,1
MOWGOV,salt,1
MOWHIQ,salt,1
MOWHOW,salt,1
MOWJEO,salt,1
MOWJOY,salt,1
MOWJUE,hydrate,3
MOWMUJ,cocrystal,2
MOWQIA,salt,1
MOXBUW,salt,1
MOXGAK,hydrate,3
MOXKOC,salt,1
MOXNAR,cocrystal,2
MOXROH,hydrate,3
MOXRUN,cocrystal,2
MOXSAU,cocrystal,2
MOXSEY,cocrystal,2
MOXSIC,cocrystal,2
MOXTAV,salt,1
MOXTID,cocrystal,2
MOXTOJ,cocrystal,2
MOXTUP,cocrystal,2
MOXVAX,cocrystal,2
MOXVEB,cocrystal,2
MOXVIF,cocrystal,2
MOXVOL,cocrystal,2
MOXWAY,cocrystal,2
MOXWEC,cocrystal,2
MOXXAB,salt,1
MOXXAZ,cocrystal,2
MOXXEF,salt,1
MOXXIJ,salt,1
MOXXOP,salt,1
MOXXUV,salt,1
MOXYAC,salt,1
MOXYEG,salt,1
MOXYIK,salt,1
MOXYOQ,solvate,4
MOXYUW,solvate,4
MOXZIL,solvate,4
MOXZOR,hydrate,3
MOXZUV,salt,1
MOXZUX,salt,1
MOYBEI,salt,1
MOYBIM,salt,1
MOYBOS,salt,1
MOYBUY,salt,1
MOYCAF,salt,1
MOYCEJ,solvate,4
MOYCOT,salt,1
MOYCUZ,solvate,4
MOYHAJ,salt,1
MOYKAP,hydrate,3
MOYKES,salt,1
MOYKET,hydrate,3
MOYKIX,hydrate,3
MOYQOH,hydrate,3
MOYQUN,salt,1
MOYRAU,salt,1
MOYREY,hydrate,3
MOYRIC,salt,1
MOYROI,hydrate,3
MOYRUO,salt,1
MOYSAV,hydrate,3
MOYSEZ,salt,1
MOYWUU,salt,1
MOYYEG,salt,1
MOYYIK,salt,1
MOYYOQ,salt,1
MOYZAD,salt,1
MOYZEH,salt,1
MOYZIL,cocrystal,2
MOYZOR,salt,1
MOYZUX,cocrystal,2
MOZBAG,cocrystal,2
MOZBEK,cocrystal,2
MOZBOU,cocrystal,2
MOZCEK,hydrate,3
MOZCIO,hydrate,3
MOZCOU,cocrystal,2
MOZDAH,cocrystal,2
MOZDEL,hydrate,3
MOZDIP,cocrystal,2
MOZFOY,salt,1
MOZGIT,hydrate,3
MOZGOZ,salt,1
MOZHOA,salt,1
MOZMIY,salt,1
MOZNAR,salt,1
MOZNOF,salt,1
MOZPUN,salt,1
MOZWIH,salt,1
MOZWON,salt,1
MOZXOP,salt,1
MPAZPC,salt,1
MPBOPA,cocrystal,2
MPHAZP,salt,1
MPHLPB,cocrystal,2
MPIBTZ,cocrystal,2
MPITRZ,salt,1
MPPYRL,cocrystal,2
MPPZPO,cocrystal,2
MPTZTP,cocrystal,2
MQNLZD10,salt,1
MSAZOP01,salt,1
MSCBZO,salt,1
MSNROD,cocrystal,2
MSPAPC,salt,1
MSPRTC,salt,1
MSTYTQ10,salt,1
MTBPNP,cocrystal,2
MTDXYP,salt,1
MTHMAD,cocrystal,2
MTMCBA,salt,1
MTYDAP,hydrate,3
MTYHFB,cocrystal,2
MTZICA,cocrystal,2
MUBGIA,salt,1
MUBGOG,cocrystal,2
MUBJID,salt,1
MUBLOK,salt,1
MUBNAZ,salt,1
MUBSUY,salt,1
MUBVEL,cocrystal,2
MUCJOK,hydrate,3
MUCMUT,salt,1
MUCTOV,salt,1
MUCTUB,salt,1
MUCVAI,cocrystal,2
MUCZUI,cocrystal,2
MUDBEV,salt,1
MUDCIA,cocrystal,2
MUDFAV,hydrate,3
MUDFID,hydrate,3
MUDFUP,salt,1
MUDGAV,salt,1
MUDGEA,salt,1
MUDGOH,hydrate,3
MUDJEC,salt,1
MUDJOM,salt,1
MUDPEH,salt,1
MUDSAF,cocrystal,2
MUDSEJ,cocrystal,2
MUDSIN,cocrystal,2
MUDVUE,cocrystal,2
MUDYOB,salt,1
MUFBOE,salt,1
MUFCOF,salt,1
MUFJOP,hydrate,3
MUFKEG,salt,1
MUFKON,cocrystal,2
MUFLEE,salt,1
MUFMIJ,salt,1
MUFNIK,cocrystal,2
MUFQOT,salt,1
MUFRAG,solvate,4
MUFRUD,salt,1
MUFSAK,salt,1
MUGFAX,salt,1
MUGJUW,cocrystal,2
MUGKAD,cocrystal,2
MUGKUW,salt,1
MUGLAB,cocrystal,2
MUGLAD,salt,1
MUGLEH,hydrate,3
MUGLOR,salt,1
MUGLUX,salt,1
MUGMIM,salt,1
MUGRUC,solvate,4
MUHCOH,salt,1
MUHCUN,salt,1
MUHDIC,salt,1
MUHDUO,salt,1
MUHFAW,hydrate,3
MUHFEA,hydrate,3
MUHKAE,salt,1
MUHKEI,hydrate,3
MUHRAI,salt,1
MUHSIR,salt,1
MUJCOJ,cocrystal,2
MUJFEE,solvate,4
MUJFIG,hydrate,3
MUJFOM,cocrystal,2
MUJFOO,salt,1
MUJFUU,salt,1
MUJGAB,salt,1
MUJHIK,cocrystal,2
MUJHOQ,cocrystal,2
MUJHUW,solvate,4
MUJREO,salt,1
MUJTAN,salt,1
MUKDII,salt,1
MUKJUX,salt,1
MUKLOT,hydrate,3
MUKMIP,solvate,4
MUKRIT,hydrate,3
MUKTAQ,salt,1
MUKVUM,salt,1
MUKWOF,solvate,4
MUKXOI,cocrystal,2
MULBEA,solvate,4
MULCUS,salt,1
MULJEL,cocrystal,2
MULJIP,cocrystal,2
MULJOV,cocrystal,2
MULJUB,cocrystal,2
MULKAI,cocrystal,2
MULKIQ,cocrystal,2
MULKOW,cocrystal,2
MULKUC,solvate,4
MULLAJ,cocrystal,2
MULLEN,cocrystal,2
MULLIR,cocrystal,2
MULLOX,cocrystal,2
MULLUD,cocrystal,2
MULMAK,cocrystal,2
MULMEO,cocrystal,2
MULMOY,cocrystal,2
MULMUE,cocrystal,2
MULNAL,cocrystal,2
MULNEP,cocrystal,2
MULNIT,cocrystal,2
MULNOZ,cocrystal,2
MULPAN,salt,1
MULPER,salt,1
MULPIV,cocrystal,2
MULPOB,cocrystal,2
MULPUH,salt,1
MULQIW,cocrystal,2
MULQOC,solvate,4
MULREQ,cocrystal,2
MULRIU,cocrystal,2
MULVUN,salt,1
MULXEZ,salt,1
MULYOI,cocrystal,2
MUMDUV,salt,1
MUMGAE,cocrystal,2
MUMTIY,salt,1
MUMXEA,salt,1
MUNBON,salt,1
MUNBUT,salt,1
MUNBUV,salt,1
MUNCEG,salt,1
MUNKEM,salt,1
MUNKIQ,salt,1
MUNSIZ,salt,1
MUNSUM,salt,1
MUNTEX,salt,1
MUNTIB,salt,1
MUNTOH,salt,1
MUNVID,cocrystal,2
MUPDOR,salt,1
MUPFIP,salt,1
MUPMUG,hydrate,3
MUPNER,hydrate,3
MUPNIU,salt,1
MUPNIV,hydrate,3
MUPNOA,hydrate,3
MUPNOB,hydrate,3
MUPNUG,hydrate,3
MUPNUH,hydrate,3
MUPPAO,salt,1
MUPPAP,hydrate,3
MUPPIW,cocrystal,2
MUPPIX,hydrate,3
MUPPOD,hydrate,3
MUPPUI,cocrystal,2
MUPQAP,cocrystal,2
MUQHEN,salt,1
MUQHIR,salt,1
MUQHUC,hydrate,3
MUQJAL,salt,1
MUQKOZ,cocrystal,2
MUQKUF,hydrate,3
MUQQEX,cocrystal,2
MUQZON,cocrystal,2
MURHAK,salt,1
MURHOZ,hydrate,3
MURMEU,salt,1
MURMIY,hydrate,3
MURMOE,hydrate,3
MURMUK,salt,1
MURNAR,hydrate,3
MUROXA,cocrystal,2
MURPYR,cocrystal,2
MURYED,hydrate,3
MURYIH,hydrate,3
MUSBIN,cocrystal,2
MUSGIS,salt,1
MUSJUG,salt,1
MUSNOG,salt,1
MUSPAS,cocrystal,2
MUSPAU,salt,1
MUSPEY,salt,1
MUSPIC,salt,1
MUSQAV,salt,1
MUSQEZ,salt,1
MUSQID,salt,1
MUSSOL,salt,1
MUSSUR,cocrystal,2
MUSXEE,salt,1
MUTDEL,salt,1
MUTHUF,hydrate,3
MUTJOD,hydrate,3
MUTLUJ,hydrate,3
MUTMAQ,salt,1
MUTMOE,salt,1
MUTXEH,salt,1
MUVCIP,salt,1
MUVDOY,salt,1
MUVDUE,salt,1
MUVMAU,salt,1
MUVVUX,cocrystal,2
MUVWIK,salt,1
MUVWUW,hydrate,3
MUVXAC,salt,1
MUVXAD,hydrate,3
MUVZUY,salt,1
MUWJAS,cocrystal,2
MUWMOJ,salt,1
MUWMUP,salt,1
MUWNAW,salt,1
MUWNIE,salt,1
MUWNOK,salt,1
MUWNUP,salt,1
MUWNUQ,salt,1
MUWPAX,salt,1
MUWPEB,salt,1
MUWPIF,salt,1
MUWRAA,salt,1
MUWREE,salt,1
MUXCOA,salt,1
MUXGUJ,hydrate,3
MUXHIX,cocrystal,2
MUXPUQ,salt,1
MUXSAB,cocrystal,2
MUXSAC,salt,1
MUXZAJ,cocrystal,2
MUXZEN,cocrystal,2
MUYBAK,salt,1
MUYCER,hydrate,3
MUYDES,salt,1
MUYDIW,salt,1
MUYDOC,hydrate,3
MUYDUI,salt,1
MUYFIX,salt,1
MUYGIZ,salt,1
MUYHEU,salt,1
MUYHUK,cocrystal,2
MUYLEZ,cocrystal,2
MUYLID,cocrystal,2
MUYLOJ,cocrystal,2
MUYNEC,hydrate,3
MUYPOO,salt,1
MUYSIK,salt,1
MUYTAC,cocrystal,2
MUYTEG,cocrystal,2
MUYTIK,salt,1
MUYTUW,hydrate,3
MUYVAE,hydrate,3
MUYVEI,hydrate,3
MUYVIM,hydrate,3
MUYVOS,hydrate,3
MUYZUE,salt,1
MUZBIS,salt,1
MUZFET,salt,1
MUZFEU,cocrystal,2
MUZFIX,salt,1
MUZFIY,cocrystal,2
MUZFOD,salt,1
MUZFUJ,salt,1
MUZHEX,salt,1
MUZNIH,cocrystal,2
MUZTUY,salt,1
MUZYIP,salt,1
MXTTCQ01,cocrystal,2
MYFLTC,cocrystal,2
MZCPYZ10,salt,1
NABBEZ,solvate,4
NABBID,salt,1
NABBUP,salt,1
NABCAV,cocrystal,2
NABCAW,salt,1
NABCEZ,cocrystal,2
NABMAH,hydrate,3
NABMEL,hydrate,3
NABNOW,salt,1
NABQAJ,hydrate,3
NABRIR,salt,1
NABVEV,solvate,4
NABWAP,salt,1
NABWET,hydrate,3
NACDII,solvate,4
NACKUY,salt,1
NACNPC,salt,1
NACQIS,salt,1
NACSEQ,solvate,4
NACSUF,salt,1
NACTAM,salt,1
NADGIL,salt,1
NADKAH,cocrystal,2
NADRAL,salt,1
NADSUG,cocrystal,2
NAFKAJ,salt,1
NAFPIW,hydrate,3
NAFPOC,cocrystal,2
NAFQAP,solvate,4
NAFQIX,solvate,4
NAFQUJ,hydrate,3
NAFSEW,solvate,4
NAFWOH,salt,1
NAFXEA,cocrystal,2
NAFXIE,cocrystal,2
NAFXOK,cocrystal,2
NAFYID,salt,1
NAFYUR,cocrystal,2
NAFZAY,cocrystal,2
NAGLAJ,salt,1
NAGLEN,salt,1
NAGLIR,salt,1
NAGNOY,salt,1
NAGTAU,cocrystal,2
NAGTUN,hydrate,3
NAHDIL,salt,1
NAHLER,salt,1
NAHMUH,cocrystal,2
NAHSAT,cocrystal,2
NAHSIB,cocrystal,2
NAHSUN,cocrystal,2
NAHTAU,cocrystal,2
NAHTEY,cocrystal,2
NAHTIC,cocrystal,2
NAHTOI,cocrystal,2
NAHVOH,salt,1
NAHXIE,cocrystal,2
NAJBIK,cocrystal,2
NAJBOQ,cocrystal,2
NAJCIM,cocrystal,2
NAJFIO,salt,1
NAJGUC,salt,1
NAJHAJ,salt,1
NAJMUK,salt,1
NAJNAR,salt,1
NAJPEV,cocrystal,2
NAJPIZ,hydrate,3
NAJSIE,salt,1
NAJTEB,salt,1
NAJYAC,salt,1
NAJYIK,hydrate,3
NAJZUW,cocrystal,2
NAKBAF,cocrystal,2
NAKBIN,cocrystal,2
NAKGOY,cocrystal,2
NAKMER,salt,1
NAKMUL,salt,1
NAKNET,salt,1
NAKROH,salt,1
NAKVIE,salt,1
NAKVUT,salt,1
NAKWAA,hydrate,3
NAKWAB,salt,1
NAKWUV,cocrystal,2
NAKXEC,cocrystal,2
NAKYOQ,cocrystal,2
NAKZAD,salt,1
NAKZEH,salt,1
NAKZIL,cocrystal,2
NAKZOR,salt,1
NALGIT,salt,1
NALGOW,salt,1
NALJIW,salt,1
NALROL,salt,1
NALTUP,cocrystal,2
NALYAE,salt,1
NALYUU,salt,1
NAMCAJ,solvate,4
NAMCEN,salt,1
NAMVEG,cocrystal,2
NAMVON,cocrystal,2
NAMWIH,cocrystal,2
NAMZOT,cocrystal,2
NANCOX,salt,1
NANHOD,hydrate,3
NANMOF,salt,1
NANMUL,salt,1
NANNAS,salt,1
NANNIA,salt,1
NANNOG,salt,1
NANPCX,cocrystal,2
NANPUO,cocrystal,2
NANQAV,cocrystal,2
NANQEZ,cocrystal,2
NANQID,cocrystal,2
NANQOJ,cocrystal,2
NANREC,salt,1
NANWUW,salt,1
NAPCIS,cocrystal,2
NAPCOY,cocrystal,2
NAPCUE,cocrystal,2
NAPDAL,cocrystal,2
NAPDEP,cocrystal,2
NAPHET,salt,1
NAPHFP01,salt,1
NAPJAT,salt,1
NAPMIB,salt,1
NAPSEE,solvate,4
NAPSOO,cocrystal,2
NAPSUU,cocrystal,2
NAPTAB,cocrystal,2
NAPTEF,cocrystal,2
NAPTIJ,cocrystal,2
NAPTOP,cocrystal,2
NAPYPX10,salt,1
NAQJOE,salt,1
NAQMUQ,salt,1
NAQNAX,cocrystal,2
NAQNEB,cocrystal,2
NAQNOL,cocrystal,2
NAQPAZ,cocrystal,2
NAQPED,cocrystal,2
NAQPIH,cocrystal,2
NAQPON,cocrystal,2
NAQPUT,cocrystal,2
NAQQIJ,salt,1
NAQTIL,salt,1
NAQVOT,cocrystal,2
NAQXAE,salt,1
NARDAL,salt,1
NARDEP,salt,1
NARDIT,salt,1
NARGET,salt,1
NARJAV,salt,1
NARJEZ,hydrate,3
NARJUP,hydrate,3
NARKIE,hydrate,3
NARMOM,salt,1
NARNIH,hydrate,3
NARSOP,cocrystal,2
NARWAG,cocrystal,2
NASFAO,cocrystal,2
NASGOG,solvate,4
NASQED,salt,1
NASQON,salt,1
NASRII,hydrate,3
NASWUC,cocrystal,2
NATBUF,salt,1
NATFAQ,salt,1
NATGIY,cocrystal,2
NATHEW,hydrate,3
NATTIP,salt,1
NATWUC,salt,1
NAVGUO,solvate,4
NAVHIC,salt,1
NAVNAC,cocrystal,2
NAVYAN,cocrystal,2
NAWPOT,salt,1
NAWSOU,cocrystal,2
NAWYIX,salt,1
NAWYOD,salt,1
NAWYUJ,salt,1
NAWZAQ,salt,1
NAWZUK,salt,1
NAXBAT,salt,1
NAXBEX,salt,1
NAXCIY,salt,1
NAXDEZ,hydrate,3
NAXHOL,hydrate,3
NAXJIH,cocrystal,2
NAXJOL,salt,1
NAXLUW,cocrystal,2
NAXMEG,cocrystal,2
NAXMEH,cocrystal,2
NAXMIK,cocrystal,2
NAXSIQ,hydrate,3
NAXSOW,cocrystal,2
NAXSOY,salt,1
NAXSUC,salt,1
NAXTAJ,hydrate,3
NAXWOA,hydrate,3
NAXYOC,cocrystal,2
NAXZOF,hydrate,3
NAXZUL,hydrate,3
NAYBUO,cocrystal,2
NAYCID,salt,1
NAYCOH,salt,1
NAYCUN,salt,1
NAYDEX,salt,1
NAYGOK,salt,1
NAYJOM,hydrate,3
NAYJOQ,hydrate,3
NAYKED,cocrystal,2
NAYKOO,salt,1
NAYMOP,cocrystal,2
NAYMUV,cocrystal,2
NAYNEH,salt,1
NAYQOT,hydrate,3
NAYZUM,salt,1
NAZBOG,hydrate,3
NAZDAV,hydrate,3
NAZGAY,hydrate,3
NAZGEC,hydrate,3
NAZGIG,hydrate,3
NAZGUS,cocrystal,2
NAZVEP,salt,1
NAZVET,hydrate,3
NAZWIV,salt,1
